0.000000000000000000e+00,6.000000000000000000e+01,1.985119047619047592e+02
0.000000000000000000e+00,2.000000000000000000e+02,1.264044943820224773e+02
0.000000000000000000e+00,2.700000000000000000e+02,1.437837837837837753e+02
0.000000000000000000e+00,2.800000000000000000e+02,1.823056300268096379e+02
0.000000000000000000e+00,2.900000000000000000e+02,1.555156950672645735e+02
0.000000000000000000e+00,3.300000000000000000e+02,1.237329286798179055e+03
0.000000000000000000e+00,4.500000000000000000e+02,1.601941747572815586e+02
0.000000000000000000e+00,5.500000000000000000e+02,2.078841512469830946e+02
0.000000000000000000e+00,8.700000000000000000e+02,1.253164556962025387e+02
0.000000000000000000e+00,1.100000000000000000e+03,2.919708029197080350e+02
0.000000000000000000e+00,1.130000000000000000e+03,1.681318681318681456e+02
0.000000000000000000e+00,1.210000000000000000e+03,1.500000000000000000e+02
0.000000000000000000e+00,1.330000000000000000e+03,1.766378872524123835e+02
0.000000000000000000e+00,2.050000000000000000e+03,1.130434782608695627e+02
0.000000000000000000e+00,2.360000000000000000e+03,2.240853658536585442e+02
0.000000000000000000e+00,2.420000000000000000e+03,1.333333333333333428e+02
0.000000000000000000e+00,2.880000000000000000e+03,2.525773195876288639e+02
0.000000000000000000e+00,3.190000000000000000e+03,5.742131979695431028e+02
0.000000000000000000e+00,3.480000000000000000e+03,1.833631484794275366e+02
0.000000000000000000e+00,4.320000000000000000e+03,1.989445910290237407e+02
0.000000000000000000e+00,4.690000000000000000e+03,1.802267002518891559e+02
0.000000000000000000e+00,5.070000000000000000e+03,2.262090483619344639e+02
0.000000000000000000e+00,5.750000000000000000e+03,2.458386683738796421e+02
0.000000000000000000e+00,7.560000000000000000e+03,2.349823321554770246e+02
0.000000000000000000e+00,9.990000000000000000e+03,2.184509126788357207e+03
1.000000000000000000e+04,1.003000000000000000e+04,1.419155509783728064e+02
1.000000000000000000e+04,1.014000000000000000e+04,2.061141304347825951e+02
1.000000000000000000e+04,1.017000000000000000e+04,1.263157894736842053e+02
1.000000000000000000e+04,1.033000000000000000e+04,2.091503267973856168e+02
1.000000000000000000e+04,1.037000000000000000e+04,2.271428571428571388e+02
1.000000000000000000e+04,1.062000000000000000e+04,2.390839694656488632e+02
1.000000000000000000e+04,1.101000000000000000e+04,2.126192223037417364e+02
1.000000000000000000e+04,1.125000000000000000e+04,1.673390970220941369e+02
1.000000000000000000e+04,1.128000000000000000e+04,2.043478260869565304e+02
1.000000000000000000e+04,1.133000000000000000e+04,1.289325842696629252e+02
1.000000000000000000e+04,1.149000000000000000e+04,1.490909090909090935e+02
1.000000000000000000e+04,1.151000000000000000e+04,1.611627906976744100e+02
1.000000000000000000e+04,1.161000000000000000e+04,1.404358353510895938e+02
1.000000000000000000e+04,1.176000000000000000e+04,1.391304347826086882e+02
1.000000000000000000e+04,1.190000000000000000e+04,2.190114068441064603e+02
1.000000000000000000e+04,1.236000000000000000e+04,2.283382789317507502e+02
1.000000000000000000e+04,1.251000000000000000e+04,2.259016393442622928e+02
